Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
01-02-2013,2013,West Hartford,,173000,Single Family,Detached House,3,3,1024,1.020333,East
01-02-2013,2013,Waterbury,143820,37000,?,Triplex,6,6,1853,1.020333,North
01-02-2013,2013,Waterbury,131170,115000,Single Family,Detached House,3,2,1088,1.020333,West
02-02-2013,2013,Waterbury,126980,145000,Single Family,Detached House,3,1,1045,1.020333,West
03-02-2013,2013,Bridgeport,147360,135000,Single Family,Detached House,3,2,1040,1.020333,South
07-02-2013,2013,Norwalk,237090,225000,Two Family,Duplex,4,3,1255,1.020333,North
07-02-2013,2013,West Hartford,230300,310000,?,Detached House,3,3,1038,1.020333,North
07-02-2013,2013,West Hartford,,350000,Single Family,Detached House,3,3,981,1.020333,West
07-02-2013,2013,Norwalk,240870,15000,Two Family,Duplex,4,4,1485,1.020333,North
07-02-2013,2013,Waterbury,118230,26903,Three Family,Triplex,6,5,1990,1.020333,East
08-02-2013,2013,Waterbury,136930,33500,Three Family,Triplex,6,4,1851,1.020333,East
09-02-2013,2013,Norwalk,272650,313000,Single Family,Detached House,3,3,913,1.020333,East
10-02-2013,2013,Norwalk,290990,300000,Single Family,Detached House,3,3,,1.020333,East
10-02-2013,2013,Waterbury,,120000,Three Family,Triplex,6,5,2097,1.020333,South
14-02-2013,2013,Waterbury,106840,22900,Three Family,Triplex,6,6,2006,1.020333,West
14-02-2013,2013,Bridgeport,221810,90000,Two Family,Duplex,4,3,1408,1.020333,West
14-02-2013,2013,Bridgeport,117340,25000,Single Family,Detached House,3,3,1095,1.020333,West
14-02-2013,2013,Waterbury,103300,39000,Three Family,Triplex,6,5,1817,1.020333,East
15-02-2013,2013,,290430,415000,Single Family,Detached House,3,1,,1.020333,South
16-02-2013,2013,Bridgeport,169200,140000,Three Family,Triplex,6,5,2027,1.020333,West
18-02-2013,2013,Norwalk,314720,310000,Single Family,Detached House,3,1,951,1.020333,North
22-02-2013,2013,Bridgeport,,103000,Single Family,Detached House,3,2,1080,1.020333,East
22-02-2013,2013,Waterbury,90140,45000,Single Family,Detached House,3,1,1092,1.020333,South
23-02-2013,2013,Norwalk,319830,347000,Single Family,Detached House,3,1,1053,1.020333,West
23-02-2013,2013,Waterbury,94350,42500,Single Family,Detached House,3,1,977,1.020333,West
24-02-2013,2013,Norwalk,472710,601000,Single Family,Detached House,3,1,1047,1.020333,South
24-02-2013,2013,West Hartford,325800,415000,?,Detached House,3,1,901,1.020333,North
24-02-2013,2013,Bridgeport,133170,114000,Single Family,Detached House,3,1,1076,1.020333,West
25-02-2013,2013,Norwalk,321020,410000,?,Detached House,3,2,924,1.020333,East
25-02-2013,2013,Waterbury,113990,95000,?,Detached House,3,3,1032,1.020333,South
25-02-2013,2013,Stamford,733720,720000,Single Family,Detached House,3,2,968,1.020333,South
28-02-2013,2013,Waterbury,97340,21000,Single Family,Detached House,3,3,956,1.020333,East
28-02-2013,2013,Stamford,529340,637500,Single Family,Detached House,3,2,1043,1.020333,West
28-02-2013,2013,Waterbury,104120,14900,Two Family,Duplex,4,2,1352,1.020333,North
28-02-2013,2013,Bridgeport,188070,165000,Two Family,Duplex,4,3,1256,1.020333,West
02-03-2013,2013,Waterbury,61000,4484,Three Family,Triplex,6,6,2128,1.020333,West
02-03-2013,2013,Bridgeport,228540,168000,Two Family,Duplex,4,2,,1.020333,South
02-03-2013,2013,Stamford,433630,65000,Single Family,Detached House,3,2,,1.020333,South
02-03-2013,2013,Stamford,433630,65000,Single Family,Detached House,3,2,925,1.020333,West
03-03-2013,2013,,103990,130000,Single Family,Detached House,3,3,934,1.020333,East
03-03-2013,2013,Stamford,317900,128000,Single Family,Detached House,3,2,1093,1.020333,South
03-03-2013,2013,Bridgeport,179030,43000,Three Family,Triplex,6,5,1865,1.020333,West
07-03-2013,2013,Bridgeport,129420,82000,Two Family,Duplex,4,4,1418,1.020333,North
08-03-2013,2013,Waterbury,221050,260000,?,Detached House,3,2,1031,1.020333,South
08-03-2013,2013,Norwalk,254030,345000,?,Detached House,3,3,1006,1.020333,North
08-03-2013,2013,Stamford,360090,360000,Single Family,Detached House,3,3,920,1.020333,South
09-03-2013,2013,Waterbury,109840,135000,?,Detached House,3,1,1010,1.020333,East
09-03-2013,2013,Waterbury,108120,18983,Two Family,Duplex,4,2,1264,1.020333,West
14-03-2013,2013,Bridgeport,136990,58000,?,Duplex,4,4,1490,1.020333,East
14-03-2013,2013,West Hartford,461900,510000,Single Family,Detached House,3,3,978,1.020333,East
14-03-2013,2013,Bridgeport,208570,170000,Single Family,Detached House,3,3,,1.020333,North
14-03-2013,2013,Stamford,349370,405000,Single Family,Detached House,3,1,949,1.020333,East
15-03-2013,2013,Stamford,516410,500050,Single Family,Detached House,3,3,1095,1.020333,West
15-03-2013,2013,Waterbury,95460,95000,Single Family,Detached House,3,1,1050,1.020333,West
15-03-2013,2013,Waterbury,93090,61038,Single Family,Detached House,3,1,936,1.020333,North
16-03-2013,2013,Norwalk,641900,650000,Single Family,Detached House,3,1,928,1.020333,West
17-03-2013,2013,Stamford,409290,400000,?,Detached House,3,1,,1.020333,East
18-03-2013,2013,Stamford,362810,371135,Single Family,Detached House,3,3,1076,1.020333,West
18-03-2013,2013,Stamford,,916000,Single Family,Detached House,3,3,1007,1.020333,North
18-03-2013,2013,Waterbury,88630,51800,Two Family,Duplex,4,4,1299,1.020333,North
21-03-2013,2013,Bridgeport,139680,177000,?,Duplex,4,2,1238,1.020333,West
21-03-2013,2013,Norwalk,543060,850000,Single Family,Detached House,3,2,1093,1.020333,East
24-03-2013,2013,,911610,1349000,Single Family,Detached House,3,2,961,1.020333,North
25-03-2013,2013,Norwalk,330820,482500,Single Family,Detached House,3,3,907,1.020333,North
25-03-2013,2013,Waterbury,558770,250000,Two Family,Duplex,4,2,1384,1.020333,West
25-03-2013,2013,Norwalk,239050,225000,Single Family,Detached House,3,1,949,1.020333,West
28-03-2013,2013,West Hartford,215500,239500,Single Family,Detached House,3,1,909,1.020333,South
28-03-2013,2013,West Hartford,383400,487500,Single Family,Detached House,3,1,921,1.020333,West
29-03-2013,2013,Bridgeport,107850,130000,Single Family,Detached House,3,1,994,1.020333,South
30-03-2013,2013,Norwalk,340480,572500,Single Family,Detached House,3,1,,1.020333,South
30-03-2013,2013,Bridgeport,124180,80000,?,Detached House,3,2,960,1.020333,East
30-03-2013,2013,Bridgeport,151320,100000,?,Detached House,3,2,1052,1.020333,North
31-03-2013,2013,,438590,255000,?,Duplex,4,2,1265,1.020333,North
31-03-2013,2013,Bridgeport,140050,177300,?,Triplex,6,5,1952,1.020333,South
31-03-2013,2013,Bridgeport,167810,189900,Three Family,Triplex,6,5,1988,1.020333,South
31-03-2013,2013,West Hartford,191100,264900,Single Family,Detached House,3,2,,1.020333,East
31-03-2013,2013,Bridgeport,140050,270000,Three Family,Triplex,6,4,1870,1.020333,South
04-04-2013,2013,Bridgeport,215910,298000,Single Family,Detached House,3,1,1042,1.020333,West
04-04-2013,2013,Bridgeport,197620,178000,Single Family,Detached House,3,2,1058,1.020333,East
04-04-2013,2013,Norwalk,2552760,3675000,Single Family,Detached House,3,2,980,1.020333,North
04-04-2013,2013,Bridgeport,225230,170000,?,Fourplex,8,8,2565,1.020333,South
05-04-2013,2013,Bridgeport,123560,140000,Single Family,Detached House,3,3,1095,1.020333,East
11-04-2013,2013,West Hartford,173600,285000,Single Family,Detached House,3,1,1047,1.020333,South
11-04-2013,2013,Bridgeport,175820,136000,Single Family,Detached House,3,2,915,1.020333,East
11-04-2013,2013,Bridgeport,122060,120000,Single Family,Detached House,3,2,991,1.020333,West
11-04-2013,2013,Waterbury,131340,55000,Single Family,Detached House,3,2,1071,1.020333,North
12-04-2013,2013,Bridgeport,216140,95000,Four Family,Fourplex,8,6,2801,1.020333,South
14-04-2013,2013,,393900,392000,Single Family,Detached House,3,2,918,1.020333,East
14-04-2013,2013,Stamford,575280,670000,?,Detached House,3,2,1022,1.020333,West
14-04-2013,2013,Bridgeport,141410,175000,Single Family,Detached House,3,3,995,1.020333,North
15-04-2013,2013,Waterbury,96390,49900,Single Family,Detached House,3,3,1018,1.020333,North
18-04-2013,2013,Stamford,748970,800000,Single Family,Detached House,3,1,972,1.020333,North
18-04-2013,2013,Waterbury,185450,129000,Two Family,Duplex,4,2,1448,1.020333,West
18-04-2013,2013,West Hartford,168100,250000,Single Family,Detached House,3,2,948,1.020333,North
20-04-2013,2013,Bridgeport,151370,47500,Three Family,Triplex,6,5,1944,1.020333,South
20-04-2013,2013,Stamford,222040,380000,Single Family,Detached House,3,2,1006,1.020333,East
20-04-2013,2013,Waterbury,,179900,Single Family,Detached House,3,2,1038,1.020333,West
20-04-2013,2013,Bridgeport,170250,120000,Two Family,Duplex,4,2,,1.020333,South
26-04-2013,2013,Waterbury,67120,12100,Three Family,Triplex,6,4,,1.020333,South
26-04-2013,2013,Bridgeport,164450,127500,Single Family,Detached House,3,3,1063,1.020333,West
27-04-2013,2013,Bridgeport,169770,275000,Single Family,Detached House,3,2,1025,1.020333,South
27-04-2013,2013,,415270,500000,Single Family,Detached House,3,3,933,1.020333,West
28-04-2013,2013,Bridgeport,204070,127000,Three Family,Triplex,6,4,1813,1.020333,North
29-04-2013,2013,Waterbury,,56100,Single Family,Detached House,3,3,998,1.020333,North
29-04-2013,2013,Norwalk,264390,387500,Single Family,Detached House,3,3,990,1.020333,West
29-04-2013,2013,Norwalk,258720,46000,Three Family,Triplex,6,6,1988,1.020333,East
02-05-2013,2013,Bridgeport,,72000,?,Fourplex,8,7,2449,1.020333,North
02-05-2013,2013,Waterbury,,64900,Single Family,Detached House,3,2,1026,1.020333,South
03-05-2013,2013,Norwalk,513030,745000,Single Family,Detached House,3,3,1000,1.020333,South
03-05-2013,2013,Waterbury,,102000,Single Family,Detached House,3,2,918,1.020333,West
03-05-2013,2013,Bridgeport,145910,165000,?,Detached House,3,1,1045,1.020333,South
04-05-2013,2013,West Hartford,180000,240000,Single Family,Detached House,3,3,986,1.020333,North
04-05-2013,2013,Stamford,724940,925000,Single Family,Detached House,3,2,1049,1.020333,West
05-05-2013,2013,Bridgeport,176140,118730,?,Duplex,4,4,1252,1.020333,West
06-05-2013,2013,Waterbury,153070,144900,Single Family,Detached House,3,3,1027,1.020333,West
09-05-2013,2013,,,87500,Two Family,Duplex,4,4,1420,1.020333,West
10-05-2013,2013,Waterbury,91550,130500,Single Family,Detached House,3,2,989,1.020333,North
13-05-2013,2013,Stamford,513320,635000,?,Detached House,3,3,1029,1.020333,North
13-05-2013,2013,Waterbury,141730,37000,Three Family,Triplex,6,4,2091,1.020333,North
13-05-2013,2013,Waterbury,112210,85000,Single Family,Detached House,3,3,1008,1.020333,South
16-05-2013,2013,Bridgeport,123830,150000,Single Family,Detached House,3,2,1004,1.020333,West
16-05-2013,2013,Waterbury,132230,130000,Single Family,Detached House,3,2,971,1.020333,East
16-05-2013,2013,Stamford,391600,574000,?,Detached House,3,2,1008,1.020333,North
17-05-2013,2013,Norwalk,252420,277500,?,Detached House,3,2,970,1.020333,South
17-05-2013,2013,Waterbury,134710,87000,?,Triplex,6,5,2103,1.020333,North
17-05-2013,2013,Waterbury,205030,200000,Single Family,Detached House,3,3,1095,1.020333,North
18-05-2013,2013,Waterbury,142210,170000,Single Family,Detached House,3,1,1044,1.020333,South
18-05-2013,2013,Waterbury,100840,73500,Single Family,Detached House,3,1,935,1.020333,South
18-05-2013,2013,Norwalk,273280,313000,?,Detached House,3,1,,1.020333,East
19-05-2013,2013,Bridgeport,133470,110000,Two Family,Duplex,4,2,1227,1.020333,North
19-05-2013,2013,Bridgeport,331870,140000,?,Fourplex,8,8,2452,1.020333,West
19-05-2013,2013,Bridgeport,,55000,Single Family,Detached House,3,3,1080,1.020333,West
20-05-2013,2013,Stamford,499730,535000,?,Detached House,3,1,908,1.020333,West
20-05-2013,2013,Stamford,596640,740000,Single Family,Detached House,3,1,912,1.020333,West
23-05-2013,2013,West Hartford,287500,472000,Single Family,Detached House,3,1,1014,1.020333,South
23-05-2013,2013,,144960,6600,?,Triplex,6,5,1866,1.020333,South
23-05-2013,2013,Norwalk,317240,438000,?,Detached House,3,3,1071,1.020333,West
24-05-2013,2013,West Hartford,125300,180000,Single Family,Detached House,3,1,986,1.020333,East
24-05-2013,2013,Bridgeport,183000,143000,?,Duplex,4,2,1369,1.020333,East
24-05-2013,2013,Waterbury,,125000,Single Family,Detached House,3,3,985,1.020333,West
25-05-2013,2013,Norwalk,271670,410000,Two Family,Duplex,4,4,1487,1.020333,East
26-05-2013,2013,Bridgeport,,220000,Three Family,Triplex,6,6,2012,1.020333,West
26-05-2013,2013,Stamford,,725000,Single Family,Detached House,3,1,1099,1.020333,South
26-05-2013,2013,Bridgeport,164360,78000,Three Family,Triplex,6,5,,1.020333,South
26-05-2013,2013,Waterbury,73220,20200,Single Family,Detached House,3,2,1078,1.020333,West
27-05-2013,2013,Stamford,366860,555000,Single Family,Detached House,3,2,916,1.020333,North
27-05-2013,2013,Norwalk,242410,237000,Single Family,Detached House,3,3,996,1.020333,North
27-05-2013,2013,,302630,226000,?,Duplex,4,3,1238,1.020333,East
27-05-2013,2013,Stamford,,576000,Single Family,Detached House,3,3,1092,1.020333,West
31-05-2013,2013,West Hartford,155700,120500,Three Family,Triplex,6,5,1865,1.020333,South
31-05-2013,2013,Stamford,377410,530000,Single Family,Detached House,3,1,1042,1.020333,East
31-05-2013,2013,Bridgeport,137140,155000,Single Family,Detached House,3,2,979,1.020333,South
31-05-2013,2013,Bridgeport,,165000,Three Family,Triplex,6,4,1906,1.020333,East
31-05-2013,2013,Stamford,385950,538900,Single Family,Detached House,3,1,923,1.020333,West
31-05-2013,2013,Bridgeport,169870,225000,Two Family,Duplex,4,2,1205,1.020333,East
01-06-2013,2013,Stamford,404100,500000,Single Family,Detached House,3,2,964,1.020333,West
01-06-2013,2013,,,379000,Single Family,Detached House,3,3,,1.020333,East
01-06-2013,2013,Norwalk,578760,690000,Single Family,Detached House,3,2,,1.020333,West
01-06-2013,2013,,185000,315000,?,Detached House,3,1,1029,1.020333,South
01-06-2013,2013,Waterbury,130450,159900,?,Detached House,3,2,1034,1.020333,South
02-06-2013,2013,Stamford,295790,299000,Single Family,Detached House,3,3,,1.020333,East
02-06-2013,2013,Norwalk,792190,1100000,?,Detached House,3,2,,1.020333,North
02-06-2013,2013,Stamford,341590,294500,Single Family,Detached House,3,2,1071,1.020333,West
03-06-2013,2013,Waterbury,117900,41028,Two Family,Duplex,4,4,1418,1.020333,South
06-06-2013,2013,Bridgeport,138440,120000,Three Family,Triplex,6,5,1903,1.020333,North
06-06-2013,2013,Bridgeport,111800,150000,Single Family,Detached House,3,2,941,1.020333,East
06-06-2013,2013,West Hartford,312900,412000,Single Family,Detached House,3,3,1020,1.020333,West
06-06-2013,2013,Bridgeport,189580,91000,Two Family,Duplex,4,2,1248,1.020333,North
06-06-2013,2013,Stamford,423070,463750,?,Duplex,4,2,1407,1.020333,West
06-06-2013,2013,Bridgeport,,104000,Single Family,Detached House,3,1,913,1.020333,West
07-06-2013,2013,Waterbury,,220000,Single Family,Detached House,3,3,1088,1.020333,North
08-06-2013,2013,West Hartford,146200,237000,?,Detached House,3,3,1034,1.020333,West
09-06-2013,2013,Norwalk,422800,545000,?,Detached House,3,2,945,1.020333,East
10-06-2013,2013,Waterbury,117360,98500,?,Detached House,3,1,948,1.020333,West
10-06-2013,2013,Waterbury,156380,165000,Single Family,Detached House,3,2,1092,1.020333,East
13-06-2013,2013,,100650,28000,Three Family,Triplex,6,5,2145,1.020333,West
13-06-2013,2013,,111470,35000,Three Family,Triplex,6,6,1802,1.020333,North
13-06-2013,2013,Bridgeport,168120,151500,Single Family,Detached House,3,2,963,1.020333,North
14-06-2013,2013,West Hartford,177300,57500,Single Family,Detached House,3,3,1056,1.020333,North
14-06-2013,2013,,205330,200000,Three Family,Triplex,6,6,1936,1.020333,East
14-06-2013,2013,,110390,132000,Single Family,Detached House,3,3,1047,1.020333,East
15-06-2013,2013,Waterbury,168400,155000,Single Family,Detached House,3,2,1015,1.020333,South
16-06-2013,2013,Bridgeport,166070,55000,?,Detached House,3,3,959,1.020333,South
16-06-2013,2013,,110890,38500,Two Family,Duplex,4,3,,1.020333,West
16-06-2013,2013,Waterbury,,149900,Single Family,Detached House,3,3,990,1.020333,East
16-06-2013,2013,Norwalk,986370,1350000,Single Family,Detached House,3,3,986,1.020333,West
16-06-2013,2013,Stamford,522520,333000,Single Family,Detached House,3,2,1055,1.020333,East
16-06-2013,2013,Norwalk,,232000,?,Duplex,4,4,1454,1.020333,East
17-06-2013,2013,Norwalk,466550,400000,Single Family,Detached House,3,1,961,1.020333,South
17-06-2013,2013,,813100,747700,Single Family,Detached House,3,1,926,1.020333,West
20-06-2013,2013,,,290000,Single Family,Detached House,3,3,1011,1.020333,West
20-06-2013,2013,Waterbury,105120,52000,Single Family,Detached House,3,2,963,1.020333,West
20-06-2013,2013,Norwalk,1016400,1750000,Single Family,Detached House,3,2,1084,1.020333,North
20-06-2013,2013,Stamford,525800,718000,Single Family,Detached House,3,1,,1.020333,West
21-06-2013,2013,West Hartford,226300,357200,Single Family,Detached House,3,2,1006,1.020333,West
22-06-2013,2013,Stamford,,2550000,Single Family,Detached House,3,2,1061,1.020333,West
22-06-2013,2013,Stamford,,425000,?,Detached House,3,2,1096,1.020333,West
22-06-2013,2013,,362808,577500,Single Family,Detached House,3,3,993,1.020333,North
23-06-2013,2013,West Hartford,180900,187000,?,Detached House,3,1,925,1.020333,South
23-06-2013,2013,Waterbury,150040,160000,Single Family,Detached House,3,3,1029,1.020333,South
24-06-2013,2013,Norwalk,321720,250000,Single Family,Detached House,3,3,,1.020333,North
24-06-2013,2013,Waterbury,118710,151450,Single Family,Detached House,3,1,1008,1.020333,East
24-06-2013,2013,Waterbury,138400,72000,Single Family,Detached House,3,2,1073,1.020333,South
27-06-2013,2013,Stamford,764290,950000,Single Family,Detached House,3,1,971,1.020333,North
27-06-2013,2013,Norwalk,,400000,Single Family,Detached House,3,1,,1.020333,North
27-06-2013,2013,West Hartford,,448000,?,Detached House,3,1,1034,1.020333,West
27-06-2013,2013,Norwalk,403340,700000,?,Detached House,3,2,920,1.020333,West
27-06-2013,2013,West Hartford,196200,284000,?,Detached House,3,1,901,1.020333,North
28-06-2013,2013,Stamford,455790,525000,Single Family,Detached House,3,1,1041,1.020333,West
28-06-2013,2013,Norwalk,241500,270000,Single Family,Detached House,3,1,1032,1.020333,North
28-06-2013,2013,West Hartford,281800,389500,Single Family,Detached House,3,1,1044,1.020333,South
28-06-2013,2013,Stamford,738830,687500,?,Detached House,3,2,960,1.020333,West
29-06-2013,2013,Stamford,499690,580000,?,Detached House,3,2,948,1.020333,East
29-06-2013,2013,West Hartford,197900,360000,Single Family,Detached House,3,1,906,1.020333,North
29-06-2013,2013,West Hartford,374600,524900,Single Family,Detached House,3,2,996,1.020333,East
30-06-2013,2013,Waterbury,127510,30000,Two Family,Duplex,4,3,1269,1.020333,South
30-06-2013,2013,Norwalk,380170,510000,Single Family,Detached House,3,1,966,1.020333,West
30-06-2013,2013,Stamford,422240,465000,Two Family,Duplex,4,4,1411,1.020333,South
30-06-2013,2013,Stamford,,457000,Single Family,Detached House,3,3,953,1.020333,North
30-06-2013,2013,West Hartford,233200,303000,Two Family,Duplex,4,2,1370,1.020333,North
30-06-2013,2013,West Hartford,174400,240000,Single Family,Detached House,3,2,1044,1.020333,North
30-06-2013,2013,Norwalk,266140,185000,Single Family,Detached House,3,3,,1.020333,West
30-06-2013,2013,Stamford,374260,455000,Single Family,Detached House,3,1,,1.020333,West
30-06-2013,2013,West Hartford,249000,410000,Single Family,Detached House,3,3,,1.020333,West
30-06-2013,2013,Waterbury,,132900,Two Family,Duplex,4,3,1206,1.020333,East
30-06-2013,2013,Waterbury,113890,122500,Two Family,Duplex,4,4,1422,1.020333,West
01-07-2013,2013,Norwalk,1181530,1220500,Single Family,Detached House,3,2,949,1.020333,East
01-07-2013,2013,Waterbury,208720,55000,Two Family,Duplex,4,3,1370,1.020333,South
01-07-2013,2013,,278740,345000,Two Family,Duplex,4,3,1337,1.020333,East
01-07-2013,2013,Norwalk,207690,225000,Single Family,Detached House,3,2,1007,1.020333,West
05-07-2013,2013,Stamford,458870,495000,?,Detached House,3,1,1077,1.020333,North
05-07-2013,2013,Stamford,974120,1160000,Single Family,Detached House,3,1,1088,1.020333,North
05-07-2013,2013,,784840,2079000,Single Family,Detached House,3,1,1086,1.020333,South
05-07-2013,2013,West Hartford,195400,245900,Single Family,Detached House,3,1,1069,1.020333,East
05-07-2013,2013,West Hartford,233800,362500,Single Family,Detached House,3,2,1096,1.020333,West
05-07-2013,2013,West Hartford,194000,285000,?,Detached House,3,1,,1.020333,North
05-07-2013,2013,Bridgeport,122040,62500,Single Family,Detached House,3,1,986,1.020333,South
06-07-2013,2013,Bridgeport,148740,85100,Three Family,Triplex,6,4,2131,1.020333,West
07-07-2013,2013,West Hartford,127000,120000,Single Family,Detached House,3,1,1012,1.020333,South
07-07-2013,2013,West Hartford,197900,266000,Single Family,Detached House,3,1,,1.020333,West
08-07-2013,2013,Waterbury,176800,378190,?,Detached House,3,1,968,1.020333,East
08-07-2013,2013,Norwalk,,269000,Single Family,Detached House,3,1,1096,1.020333,West
11-07-2013,2013,West Hartford,315100,435000,Single Family,Detached House,3,1,,1.020333,South
11-07-2013,2013,Stamford,319370,400000,Single Family,Detached House,3,1,1006,1.020333,North
11-07-2013,2013,Norwalk,310940,370000,Single Family,Detached House,3,1,,1.020333,South
11-07-2013,2013,Waterbury,104750,35000,Single Family,Detached House,3,2,955,1.020333,West
11-07-2013,2013,Stamford,560160,650000,?,Detached House,3,3,1059,1.020333,South
11-07-2013,2013,,235100,381250,?,Detached House,3,3,959,1.020333,North
13-07-2013,2013,Stamford,468770,340000,Three Family,Triplex,6,6,1964,1.020333,East
14-07-2013,2013,,242400,451000,Single Family,Detached House,3,3,1090,1.020333,West
18-07-2013,2013,West Hartford,,335000,Single Family,Detached House,3,1,1048,1.020333,North
18-07-2013,2013,West Hartford,146000,221000,Single Family,Detached House,3,1,981,1.020333,North
18-07-2013,2013,Stamford,965170,1275000,Single Family,Detached House,3,1,972,1.020333,West
18-07-2013,2013,Bridgeport,,625000,Single Family,Detached House,3,2,994,1.020333,West
18-07-2013,2013,Norwalk,269920,333500,Single Family,Detached House,3,2,993,1.020333,East
19-07-2013,2013,Waterbury,164820,70000,?,Detached House,3,1,1069,1.020333,East
19-07-2013,2013,West Hartford,204000,315000,?,Detached House,3,1,1034,1.020333,North
21-07-2013,2013,Waterbury,176900,139000,Single Family,Detached House,3,3,1091,1.020333,South
21-07-2013,2013,Norwalk,406840,147375,Single Family,Detached House,3,2,,1.020333,East
22-07-2013,2013,Waterbury,80880,40000,Single Family,Detached House,3,1,944,1.020333,East
22-07-2013,2013,,272930,350000,?,Detached House,3,2,1031,1.020333,West
25-07-2013,2013,Bridgeport,204200,200000,Single Family,Detached House,3,2,1078,1.020333,West
25-07-2013,2013,West Hartford,212400,350000,Single Family,Detached House,3,3,983,1.020333,South
26-07-2013,2013,Bridgeport,145750,121000,Single Family,Detached House,3,2,1042,1.020333,West
27-07-2013,2013,Stamford,524110,718000,Single Family,Detached House,3,2,,1.020333,East
27-07-2013,2013,Bridgeport,176290,55000,Three Family,Triplex,6,4,2042,1.020333,North
28-07-2013,2013,Norwalk,280980,440000,Single Family,Detached House,3,2,996,1.020333,South
28-07-2013,2013,Waterbury,122500,53000,Three Family,Triplex,6,5,2143,1.020333,South
28-07-2013,2013,Bridgeport,201770,71500,Two Family,Duplex,4,4,1464,1.020333,West
28-07-2013,2013,Bridgeport,165970,185000,Single Family,Detached House,3,3,1022,1.020333,West
29-07-2013,2013,Waterbury,303300,152000,Single Family,Detached House,3,1,970,1.020333,North
29-07-2013,2013,Stamford,,875000,?,Detached House,3,1,1085,1.020333,North
29-07-2013,2013,Stamford,406630,516500,Single Family,Detached House,3,3,905,1.020333,West
30-07-2013,2013,Bridgeport,158660,91100,Single Family,Detached House,3,1,913,1.020333,West
01-08-2013,2013,West Hartford,266900,460000,?,Detached House,3,2,940,1.020333,South
02-08-2013,2013,Bridgeport,115670,125000,Single Family,Detached House,3,3,1072,1.020333,West
02-08-2013,2013,Bridgeport,,80000,Single Family,Detached House,3,2,929,1.020333,North
02-08-2013,2013,Waterbury,118090,128500,Single Family,Detached House,3,2,931,1.020333,West
03-08-2013,2013,Waterbury,98560,86500,Single Family,Detached House,3,3,1002,1.020333,West
04-08-2013,2013,Waterbury,87040,38325,Single Family,Detached House,3,2,1005,1.020333,South
05-08-2013,2013,Stamford,763410,530000,Single Family,Detached House,3,1,903,1.020333,West
05-08-2013,2013,Norwalk,403340,300000,?,Detached House,3,1,957,1.020333,East
08-08-2013,2013,Waterbury,107550,140000,?,Detached House,3,3,,1.020333,East
08-08-2013,2013,Stamford,602580,740000,?,Detached House,3,2,984,1.020333,West
08-08-2013,2013,Bridgeport,179830,108000,?,Detached House,3,1,996,1.020333,West
08-08-2013,2013,Bridgeport,162040,115000,Single Family,Detached House,3,3,995,1.020333,North
08-08-2013,2013,Waterbury,112380,150000,Single Family,Detached House,3,3,1080,1.020333,North
08-08-2013,2013,,143870,110000,Two Family,Duplex,4,4,1302,1.020333,West
08-08-2013,2013,,191200,302500,Single Family,Detached House,3,1,,1.020333,South
08-08-2013,2013,West Hartford,130000,92000,Single Family,Detached House,3,3,1019,1.020333,West
09-08-2013,2013,,445800,592000,Single Family,Detached House,3,1,1002,1.020333,South
10-08-2013,2013,West Hartford,358900,647500,Single Family,Detached House,3,1,1056,1.020333,East
10-08-2013,2013,Bridgeport,139390,179000,?,Detached House,3,2,1011,1.020333,South
11-08-2013,2013,,397060,523500,Single Family,Detached House,3,3,969,1.020333,West
11-08-2013,2013,Stamford,1276130,1675000,Single Family,Detached House,3,3,906,1.020333,West
12-08-2013,2013,Waterbury,121700,80000,Single Family,Detached House,3,2,967,1.020333,South
15-08-2013,2013,Bridgeport,,44000,?,Detached House,3,2,973,1.020333,East
15-08-2013,2013,West Hartford,228400,850000,Single Family,Detached House,3,3,970,1.020333,North
15-08-2013,2013,West Hartford,427700,710000,Single Family,Detached House,3,2,912,1.020333,South
18-08-2013,2013,,176290,90000,Three Family,Triplex,6,6,2183,1.020333,North
18-08-2013,2013,West Hartford,370600,490000,Single Family,Detached House,3,3,1015,1.020333,North
19-08-2013,2013,,131000,145000,Three Family,Triplex,6,6,1853,1.020333,West
19-08-2013,2013,,125500,53725,Single Family,Detached House,3,3,963,1.020333,South
22-08-2013,2013,Bridgeport,179970,59199,Single Family,Detached House,3,3,973,1.020333,South
22-08-2013,2013,Bridgeport,94770,32900,Single Family,Detached House,3,1,1054,1.020333,West
22-08-2013,2013,West Hartford,211400,250000,?,Detached House,3,2,,1.020333,North
22-08-2013,2013,West Hartford,319400,450000,?,Detached House,3,3,,1.020333,North
22-08-2013,2013,Stamford,434720,420000,Single Family,Detached House,3,3,1034,1.020333,East
22-08-2013,2013,Waterbury,150780,156500,Single Family,Detached House,3,1,1038,1.020333,South
23-08-2013,2013,Waterbury,57300,5352,?,Triplex,6,6,1846,1.020333,South
24-08-2013,2013,,267750,260000,Single Family,Detached House,3,3,1021,1.020333,East
25-08-2013,2013,Waterbury,5620,76900,Single Family,Detached House,3,2,1039,1.020333,South
25-08-2013,2013,Norwalk,422240,555000,Single Family,Detached House,3,1,1096,1.020333,East
25-08-2013,2013,,87210,14582,Three Family,Triplex,6,6,2023,1.020333,East
25-08-2013,2013,Stamford,332020,340000,Single Family,Detached House,3,2,1060,1.020333,East
