CRIM,ZN,INDUS,POLINDEX,RM,AGE,DIS,HIGHWAYCOUNT,TAX,PTRATIO,IMM,BPL,PRICE,RIVERSIDE
1.531758222,1.102838458,25.72139436,1.738081931,7,84,3.366590841,2,188.5074407,19.13174533,377.9023104,15.29875805,21.02215363,NO
1.760518492,31.24887182,5.753423405,2.038792114,7,55,7.099931693,7,300.1809598,17.16706799,392.1143292,11.41401188,23.18280687,NO
0.461740257,30.05919071,5.322892478,1.259715479,7,9,8.809958999,7,300.1389842,16.98867534,374.9227162,5.768267239,23.77652781,NO
8.941212958,0.505836994,18.87994834,1.345397774,6,101,2.557403139,25,667.2723454,20.41067701,397.1924049,24.91146382,12.60492493,NO
1.45878372,33.45160547,3.208524092,0.553639248,7,59,4.215464445,7,222.4374338,19.69681786,394.335296,9.629050397,28.61191015,NO
5.089449836,0.407066398,18.45854199,3.638155222,7,90,2.008485401,25,666.0251774,21.17843218,354.3616248,14.9239371,17.36487159,YES
0.275146548,1.593572472,4.710360881,2.374956394,6,69,3.901818093,5,298.0450893,17.43633624,393.9704467,10.1379789,22.66664656,UNKNOWN
5.397176766,0.168895067,21.66151117,0.88121227,8,83,2.180513585,5,403.5967133,15.08291295,90.63325366,15.4034509,16.63281133,YES
2.269433602,0.418865677,21.30430097,1.638891902,10,91,1.98804426,7,404.1641933,15.49050434,375.5970554,2.770221309,50.42018491,NO
0.776954552,0.947451927,3.364605696,0.907532181,8,27,5.716072991,5,430.3691061,17.86996382,383.1080612,12.69167885,20.53012201,NO
0.146845482,13.84893322,6.592747055,1.3589865,6,38,8.399206668,4,347.584317,19.84533786,397.915186,13.49886252,17.68984883,NO
0.359038699,75.40111796,4.876254103,1.31890971,8,-2,7.071533695,5,252.0889122,19.94237615,396.3503121,5.356785538,32.11907608,NO
3.213908373,0.474432687,19.05898226,1.608627121,7,50,4.456039927,25,666.6362233,20.60543985,334.9861242,15.15059452,20.41307862,NO
2.033091036,91.28277068,2.090952963,1.815971899,9,36,13.29983817,6,187.7662951,19.06755401,387.301191,5.251991062,31.21815151,NO
6.657763576,0.992748242,18.43261232,2.158144843,7,77,2.865933006,25,666.2715048,20.46993764,99.2484982,13.88101593,17.01235787,NO
2.588522794,0.050884885,9.044387968,1.287509114,7,95,3.813632624,5,307.6145876,21.63439717,359.0570466,19.20030658,15.02913686,NO
1.080169692,0.024304347,10.12157399,0.731177245,7,80,2.541192499,7,392.7403179,19.29444982,397.0247338,17.95219077,17.61797586,NO
0.537471644,20.51099567,7.350272632,0.918487065,6,43,4.946309228,3,224.528175,18.93167725,389.0520987,14.99285095,23.01818474,NO
0.52045841,0.140608752,13.0837318,0.467369312,7,47,6.175609011,6,398.7599674,19.30997026,387.586531,10.42161904,21.5765154,NO
6.300725572,1.17351958,18.18441529,0.938698034,8,75,3.366690475,24,666.0193409,20.59737133,393.7259011,8.487407618,25.68049178,NO
0.480293019,26.13003946,5.711568314,1.569511843,6,94,8.92420751,8,285.2073183,19.97522162,379.6614674,15.16471687,16.44178285,NO
0.472420016,35.35795811,2.345954494,1.607843554,8,50,7.393009015,2,285.0341814,16.775402,394.9754343,6.755403349,33.75280578,NO
0.552655952,1.171663701,7.250094893,1.561369678,6,63,3.682260171,6,279.3723379,19.36873357,378.2944033,11.64241497,20.75990561,NO
0.70420867,21.18678496,4.600255475,1.23845998,7,54,3.340944459,6,264.514093,15.97002615,390.6393743,3.176816928,44.73002119,NO
0.675061152,1.11519052,28.90662518,2.312508395,7,99,3.442293684,6,711.9181038,21.00314018,391.5718418,19.06346967,13.94056573,NO
9.071622279,1.619219618,18.26932193,2.666018537,6,100,2.912598894,25,666.5454859,20.72421752,398.2374787,24.71135711,12.78010322,NO
1.159494316,20.12125451,4.505939891,0.45999615,8,50,6.244243432,5,216.1369401,16.03795076,377.5413563,3.2677935,47.78518521,YES
0.702798422,1.159738397,6.589228378,1.841516224,6,38,5.164878791,5,224.7501933,22.07482453,397.3743365,8.653152788,21.1458979,NO
0.589392835,23.02253691,6.251086975,0.595633529,8,14,8.81500324,7,330.6374667,19.72829503,397.9004387,6.020915694,24.92210876,NO
9.904717807,0.947355017,19.46801402,1.523470343,10,101,2.594866005,24,667.1034001,20.2923799,376.3712438,22.14777329,12.95481604,NO
1.012946262,13.66866727,8.498132013,0.868435755,7,39,5.956276598,7,311.4872473,16.06093428,391.6201354,17.12969498,22.34703032,NO
1.714032513,1.80702745,7.87035478,1.647901583,8,71,4.007496907,9,307.4774822,18.10910046,379.2510613,5.488052419,48.44941469,NO
0.955244295,80.96962991,2.600448698,1.944680026,7,20,11.17684133,4,334.9767832,23.0112831,376.9969455,7.493566266,21.73171992,NO
0.075786853,21.4709127,3.439511242,2.034751046,9,38,5.42609246,5,216.7762228,15.69979653,392.6328467,5.685416733,37.39089071,NO
1.158383492,1.355612668,8.078163502,1.643357119,8,24,4.533098265,9,307.1901552,17.61464292,381.2654199,4.066330193,31.65298629,NO
7.661095395,0.065966062,18.79852911,1.477758244,8,96,1.990683104,24,667.1257384,20.81688003,320.7728758,16.42401246,15.04914298,NO
2.669248855,0.213118721,20.56994839,1.36168899,7,96,3.174679371,5,404.1169466,15.46629069,330.6490508,11.56755818,24.15354176,NO
1.560022052,0.165322172,10.67021021,0.559751191,7,85,2.695208741,6,384.5795849,21.42723353,388.7441241,14.58558451,20.48026474,NO
0.145625843,91.63597186,1.246643428,2.724494274,9,23,9.763143597,6,226.0207463,18.40282668,397.0658268,7.200866068,36.15098566,NO
0.713968052,91.92905782,1.491292727,0.482450848,7,22,9.134029502,6,226.1108628,19.67578993,397.2561498,5.241073104,35.9444395,NO
0.752663929,0.148172698,13.39102362,2.680020556,7,77,2.435859634,2,273.241499,21.95454214,397.1643148,10.35724781,21.11633735,NO
4.520120067,0.211916763,20.16257848,1.792820969,6,100,1.543044998,6,403.4597875,15.14794587,397.2982383,27.28475522,16.13914105,NO
0.636655767,0.83666915,16.31333422,0.809497256,7,52,6.88769045,4,289.7624726,16.95350733,394.0262993,7.539883498,28.57798988,NO
1.396137745,1.464908108,11.72295091,1.522260791,-1,84,4.079740145,5,304.51479,18.75281942,391.3235704,19.16812482,18.00983435,NO
1.270750979,0.448937504,10.86402496,0.719853675,9,7,5.47738385,5,305.3418079,19.62420646,384.4366025,7.444991543,25.93547856,NO
5.824454759,0.278699671,19.01160785,1.534970349,7,54,3.474432418,25,666.3385903,21.11405702,388.4069182,13.84503835,20.65197727,NO
0.407747244,1.215235642,4.81475152,2.858274999,8,75,3.027394853,5,296.0319838,17.01701021,391.5808606,8.268503345,30.82493363,NO
2.372699869,0.364088858,19.74663566,0.905993789,6,93,2.370288321,5,403.4007265,15.75767949,339.3288319,6.100074829,27.76542528,YES
1.019500849,0.903654612,14.67394667,0.824203167,6,94,4.052921731,6,276.0379351,16.46065298,397.975334,18.26362339,22.61505542,YES
0.394631475,40.76017019,7.31771092,0.881717432,7,49,5.670229816,5,254.8553313,18.32566221,389.9637545,6.851153735,35.15045336,YES
2.137694389,0.852748573,9.960045471,1.519807737,7,83,5.029912296,5,304.1363862,20.29998083,398.5125783,5.914974024,23.07872169,NO
0.706847088,0.120533932,7.368879736,0.967809663,6,31,3.930977702,6,279.3802948,20.54862536,393.8076483,10.29230277,25.50838756,NO
1.289590075,2.098559391,12.90414646,1.845450516,8,91,2.259598666,2,273.3315189,21.64668673,397.5691044,6.173415968,24.02787154,NO
1.165064672,0.134203116,11.0554517,0.808548625,7,59,4.591353484,5,277.2623349,18.66467162,383.3914944,15.59690125,25.93901994,YES
1.877372528,0.400670335,10.20567126,1.678152975,6,29,3.571028576,6,391.439128,19.40743695,393.9409526,19.13631207,23.38773388,NO
0.776992938,0.633170443,11.10568214,1.725756559,7,84,3.487843603,6,304.3374563,19.50879828,397.8836876,5.086411476,22.80124311,NO
0.986122405,0.152655979,3.922519515,0.833184247,7,63,4.869998345,2,270.1118562,18.6198244,397.5405285,6.972609425,29.18115238,NO
2.825969917,41.37245398,7.302138714,1.475372708,8,44,5.213944397,6,254.0035016,17.65197999,397.2908336,4.028418943,34.30372817,NO
1.492929507,19.84515456,1.860468364,2.976677581,8,60,9.266341971,3,217.7919857,18.80557818,393.5899128,8.258272267,33.28321237,UNKNOWN
0.209686273,0.441959695,8.626659593,4.122945739,7,7,5.867903355,4,233.2563171,18.10192793,383.5183385,6.283859449,25.92255781,NO
0.178539974,34.60494663,6.415159881,0.9351595,8,18,7.941461785,7,330.5720868,17.61351645,390.8135854,5.292893773,33.91610731,NO
11.19568018,0.251537018,19.07611797,2.853982689,7,96,2.707882152,25,666.5911234,22.41407271,7.598175775,21.16066316,15.4924894,NO
0.366254284,1.230565825,3.323283197,0.449328393,8,78,4.718054911,3,276.7990399,19.68912984,397.4969825,4.614982028,38.82821826,NO
0.775748055,0.191923656,7.844398064,0.800694769,7,79,5.496859197,3,242.1863156,20.1144884,397.6271601,9.303377407,23.80084262,UNKNOWN
1.058655337,1.844133707,4.188768624,0.961493793,9,64,3.536164312,2,270.1533705,18.49489051,396.530528,6.473698816,29.59319991,NO
1.278455329,0.997901135,6.097549833,0.920131435,7,30,4.201201163,6,279.9388605,20.40828693,393.8122921,10.85614913,25.07489176,NO
10.94066099,1.090179586,19.09149491,0.765240843,7,-2,2.391828189,25,667.348346,21.63257321,386.7575449,20.27960627,17.65057309,NO
7.027979955,0.17167066,18.93060879,1.505626535,9,99,2.722152873,25,666.0195345,20.50855316,377.2899273,4.584606683,51.11935076,YES
1.153160889,0.079489853,8.201232715,0.545719186,5,37,5.479937345,5,308.0557509,21.10083869,289.7691356,13.56324318,21.05058389,NO
0.129676686,2.068790118,13.99214622,1.864671529,7,32,7.144910531,5,289.6153576,18.27783187,397.4990736,6.821833457,29.43576503,NO
0.302845859,80.10549723,2.469567639,2.043855356,6,22,11.35124579,5,334.4956001,22.54671656,383.9824419,9.66299417,19.5408864,NO
1.342662482,1.223256884,22.57149509,2.893941759,6,97,1.964069347,4,437.5792318,21.4047528,393.1910139,17.54847363,16.48264141,NO
0.459212909,20.00387638,6.991222151,2.248076542,7,17,5.110518884,3,224.5792135,19.16467174,397.8646219,6.61120935,26.39323293,NO
1.070021061,0.863876967,14.09413597,1.263265956,6,19,5.568085853,5,289.4917993,16.25940909,397.9693825,9.941851476,24.33829659,NO
2.570567775,0.497648234,19.92070324,1.849777087,7,92,2.426734405,6,403.7393601,15.6727235,396.5443669,12.74223375,24.0630998,NO
0.192334658,80.24030395,2.697989665,0.702174492,7,22,10.66779029,4,335.7661705,22.52477292,383.6077044,9.663870975,19.44678203,NO
0.401715099,1.238195915,22.07628974,1.144865595,8,96,2.014617092,4,437.5299253,22.3474406,393.2583558,18.51754323,16.41935108,NO
0.366386483,31.41530075,5.619067073,1.99629322,7,19,6.429190915,6,300.6507325,18.21022906,380.506245,6.688059847,23.72159068,NO
2.05994309,20.03788831,4.461377233,1.723127727,9,88,2.831363064,5,265.138272,14.11828413,390.9092544,5.94237314,51.68378032,NO
2.594864376,0.898094027,8.428560564,1.298576364,6,83,4.646157677,5,307.1311861,22.32968015,233.3039122,28.35816041,14.19748134,UNKNOWN
1.619842863,1.687750691,19.7008845,0.782484098,8,100,3.280919358,6,405.0213742,15.32704558,355.0519209,7.696233242,25.43028715,NO
0.626732983,12.79539688,8.178669741,0.540182163,7,97,6.53623642,5,312.0822333,16.35302296,397.8468941,19.71017593,27.20166884,NO
0.891568498,1.905983557,11.10672558,2.034311382,7,93,4.084605798,6,433.1283673,18.34758148,395.8549643,16.62192744,18.97302575,NO
0.196358269,21.48251902,6.354570813,0.53864333,7,46,7.259991163,5,244.1538485,17.44097575,397.4796257,14.99723397,20.34595763,NO
0.353031354,0.123736228,4.579958587,1.629410243,8,76,3.045061693,7,298.1263062,17.94738015,391.6351111,7.288608427,30.15965185,NO
1.773035178,0.55959763,19.74493623,0.652923996,7,93,2.808602446,5,404.3626609,15.33046363,339.7378877,6.082307095,27.29878205,YES
1.269314512,71.56950785,3.393041848,1.005455757,7,10,9.717152636,7,360.0411643,17.16635195,372.1377636,4.79989071,29.30271297,NO
5.01150563,1.410253456,18.41254996,2.447216236,7,94,2.44187845,25,666.4278486,20.31919706,396.6915792,19.68204378,17.06179827,NO
1.585941061,81.42308187,2.3264648,0.933201596,8,37,9.913429025,2,329.1917375,13.77512375,355.5598706,9.467973888,30.99071408,NO
1.574329722,1.170027266,7.454920021,2.483311846,7,80,5.396525274,2,242.022739,18.21547257,397.9309104,9.188906968,22.47902313,UNKNOWN
0.182832268,0.29378617,3.667734663,0.971100244,10,78,3.600216603,2,276.8755497,19.59610157,398.9161597,4.409151015,38.92987734,NO
8.675972378,0.962592686,18.58843582,1.49386766,6,100,3.218626533,25,666.0710397,21.22204308,397.9391432,26.24216463,12.55507962,NO
1.597064751,0.894194118,2.518180684,0.640936981,8,59,2.854714067,3,194.7043742,17.89560858,397.1009055,6.280097678,37.35761424,NO
3.03415779,1.128365016,9.952424933,1.557391312,7,95,4.389834772,5,308.308926,21.40371802,361.4464848,22.71722519,14.0586582,NO
0.343256698,26.01214445,6.967630469,0.625504154,7,33,5.618699602,6,281.7603141,20.23330905,397.6241747,8.033037676,24.86272706,NO
0.313994376,0.152333169,4.791187912,0.865769252,7,73,3.544037482,5,296.1512388,16.73822792,396.9144625,6.462944386,24.70493988,NO
0.257828924,1.048086655,6.335772055,1.765707224,6,61,7.068070062,5,224.2223389,20.85685986,395.3503969,10.64647898,18.75548994,NO
1.111673761,0.35343853,7.267583801,0.571560245,8,81,4.133514393,9,307.7703688,17.53965817,399.2086482,8.050016829,30.74713639,NO
1.753745216,22.65175763,6.051810514,0.468912121,10,9,9.56021653,8,330.7112809,19.86949583,397.8765522,4.046744374,43.21991012,NO
10.09457271,0.45381898,19.0522624,1.275493046,7,96,4.016693897,24,666.3630209,21.42794758,7.038362114,18.7414369,15.96503357,NO
2.15532531,0.795881576,11.00729341,1.700646899,6,37,4.148120322,4,307.0509636,23.22741938,290.7133838,12.95050461,21.15063347,NO
0.166488405,0.123246689,4.482672055,1.271896188,7,69,4.720351406,7,297.433364,17.22098725,393.675476,10.62293477,24.03883832,UNKNOWN
0.963786685,0.306031349,4.635226613,1.218859087,7,89,3.998076802,7,297.9203396,16.6084659,397.6301413,14.70115185,24.18775247,NO
0.214486878,0.613693249,14.27096014,1.042681523,7,93,5.508818152,5,276.0125002,16.51369767,394.1874201,10.78728286,25.2778505,YES
0.677673024,1.251672698,24.26841361,1.340809237,7,100,2.515675958,4,437.9294868,22.23299501,394.462339,15.01526237,17.90870642,NO
7.743926907,0.963271942,18.95394547,1.373266443,7,80,2.253291325,26,666.8950279,20.53893121,98.14328764,22.41077423,11.0724116,NO
0.492936229,1.641574637,13.85135409,1.70985971,8,46,4.27203026,5,399.571975,19.03026223,386.9610227,10.97961821,20.90943391,NO
1.417745145,1.787571746,10.84259476,1.000364245,9,59,5.261520767,6,304.4974334,20.01722269,397.5607124,13.03720719,22.36312372,NO
3.144041948,0.022385229,20.4339309,3.74463138,7,101,2.22139104,6,403.1987194,15.31045517,342.6060788,14.78153081,21.83894892,NO
1.020970162,1.449020158,4.263263015,1.262026649,7,60,3.506253112,2,276.4367382,18.76096849,359.733627,6.915298386,29.02276611,NO
0.755404485,30.12613036,5.512648641,0.669675172,7,9,7.307478149,6,300.6284873,16.8133491,376.2708688,7.059125897,26.56083703,NO
0.585692831,45.10951945,3.450143481,0.932813741,7,41,4.302922536,6,398.1266143,15.35602666,394.4493122,7.376798732,32.40209257,NO
1.734942965,1.248521018,6.209943739,2.912368212,7,23,4.964971199,8,307.6706292,18.33650057,380.8831432,6.387124473,33.20259347,NO
0.623022213,0.03029683,26.37910681,1.736783093,-1,91,4.647984278,2,188.0322788,19.55311499,385.7236508,14.88077314,21.98324291,NO
0.872951591,17.7121232,1.708510424,1.116664985,9,61,11.10354265,5,216.2612873,18.7546002,393.7989968,8.279136483,33.79421757,UNKNOWN
7.937040721,1.127393822,18.63236917,2.222902867,6,67,3.171437192,25,667.8567618,20.51488144,397.0164862,15.28863761,21.61735111,NO
1.265289929,2.335916973,22.24190192,1.594577844,6,95,2.839959164,5,437.805861,22.75976493,397.3684619,19.18237193,16.62668775,NO
0.111566073,0.269378888,6.209579376,1.435898771,7,49,5.420830894,4,248.5688828,19.56535421,397.0438147,10.10211169,24.58072768,NO
0.632081648,0.829367111,7.669358365,0.930504295,9,71,3.876176675,9,307.1980274,18.10017731,380.2823456,5.508020895,48.46244903,NO
0.938912619,14.53835016,6.714576612,1.821807285,7,37,6.823009001,5,345.6903839,19.44109228,397.3627773,14.88081224,17.50668579,NO
0.998664955,76.4538132,5.173446177,0.876423877,6,48,7.866584292,4,469.4108353,21.71290105,398.8650449,16.23046804,19.63369013,NO
1.78934608,0.400936229,8.915213802,0.975897851,8,86,5.361259247,4,307.6964739,21.47342325,304.0337182,17.99705198,14.94768111,NO
5.172715746,0.621497976,18.15133775,1.736920462,7,90,2.937083298,24,667.0512701,20.69173606,255.7911843,17.0086399,17.70652029,NO
0.419916611,22.93105819,7.790156197,1.133621659,8,13,8.540818792,8,330.3042772,20.03677055,396.8904722,5.983689492,25.16880756,NO
0.445965653,85.14373368,1.656059812,0.924190432,7,37,10.21861475,4,313.0483955,18.79726299,397.8548026,6.012679996,26.44407486,NO
0.671919369,29.1806776,16.01089283,2.471517942,7,56,3.869458564,6,271.6329758,19.23303973,395.6009996,9.173117785,25.14584954,NO
0.840224522,21.99984436,4.767478073,1.920296307,8,92,3.597281335,5,264.2073554,13.11977879,388.727129,8.556322616,38.198913,NO
0.31822256,0.09300277,10.49380044,1.791702219,7,54,2.965980592,7,391.8398906,20.16418335,396.9018846,13.45747987,22.50937472,NO
5.939063843,2.911817938,18.67995767,1.826692752,4,88,2.852830958,25,666.9729036,21.22263981,356.1034316,8.348385255,27.94148774,NO
0.781214336,36.60010441,7.787797631,0.62401353,7,24,6.877732878,1,304.1737313,17.53137137,362.5231456,8.214336561,21.29927121,NO
1.208784178,1.677988001,4.176218999,1.9006944,7,70,4.976581987,5,297.6518661,16.75694827,394.6094798,10.21998381,22.65786195,UNKNOWN
4.836657666,1.050657752,18.41022215,0.779410932,7,55,5.479629425,25,666.0475174,22.22008128,388.2670137,11.45287135,20.95903266,NO
0.125635955,13.36258237,8.144164063,3.41812866,6,85,6.550620222,6,312.532889,15.82260006,397.0053056,13.42649436,18.95164941,NO
0.590734328,1.263757567,23.26090361,2.445291957,7,96,2.064676028,4,437.1456783,22.73170319,379.310524,16.98100428,19.51804454,NO
2.26280366,1.989824789,11.07425278,1.558203451,6,75,3.681565311,6,391.1179322,19.57266455,396.3541383,15.64946188,18.94447932,NO
0.320602233,0.879559694,5.127476228,1.714615144,7,32,5.930724875,5,430.7923562,19.26789927,369.2397303,9.419427981,20.33524748,NO
3.273269436,0.149793189,21.33774305,1.102272031,7,102,1.684112271,6,403.8613653,14.95823817,341.6688687,14.78800979,19.70122088,NO
0.410152794,56.36959431,5.314153677,1.010159972,9,29,7.456795579,6,370.1939154,18.14297953,388.1570363,4.953366869,31.63893394,NO
1.132712481,0.712741857,15.140283,1.786378923,7,86,4.676176694,6,276.4125441,17.3897591,393.2277065,10.20887489,29.78947057,NO
0.237073025,0.029709407,12.76914084,0.795388855,7,94,4.015285598,4,277.8158467,18.60509082,394.0355313,17.52816654,23.43742906,YES
0.838121901,0.822743074,3.77587771,0.465971442,7,59,6.53762613,4,223.5514961,19.60452741,395.4041759,5.604247127,29.82299294,NO
5.372371671,1.91252809,18.85834177,1.732355628,6,101,1.391164932,25,666.0273021,20.63340058,376.6757174,4.834065905,50.08220993,NO
1.318178156,0.62110788,19.7089671,1.11960664,7,95,3.152868929,5,403.3890153,15.17323226,292.8991644,15.04412452,17.98918192,NO
0.544981794,34.54846493,7.946215724,2.409132547,7,19,6.750658712,8,329.962762,16.1492153,384.1555923,9.570817381,27.16794834,NO
1.261438302,1.692288923,9.898555931,0.949129532,8,90,4.01980946,7,307.6139635,23.40589902,392.7192668,14.16449409,20.0602342,NO
1.539632746,0.725472148,27.81380829,0.767669726,6,98,1.810231185,4,712.2945978,21.47838104,344.1830284,24.26234003,9.476364509,NO
0.518373511,2.011652245,11.66122019,0.800949305,6,83,3.54346616,7,432.8481103,18.53948093,395.1092266,11.83590407,19.98880642,NO
0.547057611,0.770319551,12.63905955,1.013281888,7,7,7.554709043,5,305.7093312,19.82570586,377.5860426,8.097210612,24.79045317,NO
7.006124166,0.347620261,20.26499509,0.661255445,7,66,3.45768964,25,667.3077351,20.52296401,397.6852555,11.15703337,24.08224091,NO
6.304557244,0.47789095,18.63312492,2.397740834,7,97,3.522037721,25,668.6502734,21.01467712,318.2934116,18.85271808,14.97568596,NO
2.572966639,0.339612849,19.76010188,1.749984207,6,103,2.987281939,5,403.1234651,15.61289301,170.8451203,16.78476754,15.75268278,NO
2.491402501,1.392607851,19.88344938,0.968185183,7,102,2.14112393,6,403.0024866,15.50488495,343.8011054,14.99454056,21.89412379,NO
0.91721373,0.542650297,7.34046611,0.781716374,8,34,6.536683502,4,234.680581,17.92360727,397.1325933,10.48669998,20.65226117,NO
8.863284987,0.924057308,19.27538403,1.699686259,6,99,2.028514679,26,667.6185776,21.18375392,393.7636457,20.32141149,9.188593709,NO
0.929166751,21.98320767,6.871807498,1.777852727,7,22,8.265601091,4,243.2737367,17.10788557,398.2960416,7.291493304,25.14270256,NO
4.183010191,0.374322107,18.30857388,1.334671238,8,87,2.942690148,26,666.749857,20.58690534,22.32322582,17.44303119,19.67448846,NO
0.317079535,2.368224554,3.219755227,1.147660006,8,95,3.072290843,4,193.9779003,18.02087554,394.6278527,5.071309364,38.13535824,NO
12.61940528,1.495800607,19.23395361,1.728120872,6,97,3.296877236,26,666.6811493,21.62236655,388.5410618,17.04222866,12.99622058,NO
0.584380127,0.987589413,11.01755774,1.057388225,6,30,3.141059922,7,393.1168127,21.52608188,394.5311666,18.14086586,23.50313071,NO
5.333236903,0.058795678,20.07920277,0.920277844,5,100,2.785199019,24,666.8650866,20.63487205,376.1081588,3.648447517,50.52932833,NO
1.340153821,0.056287817,10.25030518,1.317915705,6,74,2.709819096,6,391.1988165,19.45325829,396.2097311,15.46586081,18.791192,NO
3.227638605,0.553246563,19.90328916,1.1655419,7,97,2.59985442,6,403.5995209,15.51536277,297.8702531,11.88593492,25.35547868,NO
1.17672668,31.4472216,6.029661238,1.480898738,8,65,7.588954801,7,300.6197529,16.98427566,395.8160329,13.05922262,21.46233341,NO
0.998489288,1.855832791,4.652859317,0.526167199,6,27,6.074361924,4,431.4431947,17.62654578,382.5604745,11.13539017,20.14147183,NO
0.529380809,1.943227535,12.82831571,0.763167793,7,92,2.791048823,1,273.8461313,21.69704427,397.6004956,6.1036847,24.63591376,NO
0.210350231,40.69255135,6.682117588,2.455003306,7,32,5.097905898,5,254.3306994,18.11908164,398.2361611,7.308195108,29.73483075,NO
2.06668276,0.394680278,7.921647761,0.718602084,8,61,6.543964003,2,243.0033077,19.08097206,393.1762449,5.996875393,34.86653678,NO
0.826510816,1.316743861,10.94615697,0.682543034,7,11,4.68772222,5,277.818859,20.77683411,350.1142105,32.12322474,24.7199033,NO
1.74927834,20.80810022,6.035512813,0.669507042,9,87,2.062811163,7,264.2877979,13.93179,390.9930969,6.079314183,50.91861128,NO
0.431331824,0.312892026,11.83495313,0.758709715,7,8,5.299855509,6,305.1389832,20.21176799,392.2494108,7.230492821,23.15275599,NO
0.725880916,34.38775674,3.035457916,1.022340379,7,70,4.590567691,7,222.7403022,18.50183154,397.3328372,7.683657093,28.46905227,NO
6.354559809,0.718125217,18.48057295,0.633087791,8,98,2.077309857,27,666.9538337,20.27632368,375.9320311,5.601413101,50.35711222,YES
1.237486151,0.752391692,12.47917228,1.369309125,7,43,4.955421984,4,277.3262862,18.8943938,394.5472183,10.2197823,27.11280259,NO
1.550694369,1.225709057,13.37832312,0.913385191,7,46,5.739511179,5,399.3566113,19.44456724,388.3278209,10.64104149,23.12931298,NO
0.493028302,0.604867239,9.951693622,0.628337643,7,68,4.103879018,5,304.251214,19.93312951,395.2379627,11.01268853,25.29750707,NO
0.594556103,1.536013555,7.6357514,1.006973945,8,97,6.140224273,3,233.1436583,18.93096807,398.0252232,31.63600741,15.76521598,NO
0.59574576,91.18717934,4.729478852,0.779117988,8,35,7.108974489,4,246.0871232,16.9536527,386.6304092,4.553338686,44.99375263,NO
1.491882915,0.191491928,7.275678236,1.233651764,7,8,5.904874711,4,233.5161987,17.97562078,384.9580386,5.956638496,26.68781569,NO
0.496442762,0.564414762,15.25664736,0.445503625,7,31,7.058103806,4,289.9195328,16.69437346,397.1751033,7.64546128,28.66425104,NO
1.488400142,0.127882495,2.325338512,1.930430813,7,47,6.517520936,3,222.7194763,19.29276267,395.3864521,3.103607821,34.39645635,NO
2.269295048,2.466953302,10.23820275,1.027999781,6,30,3.015029617,7,391.2862041,19.50236082,393.4827538,18.67985273,25.05526442,NO
1.091051038,70.20806376,3.390552502,1.564448396,8,11,7.885120035,6,358.123993,16.15874696,372.6084612,5.013423547,29.23160006,NO
1.296104795,21.57289332,5.746665655,0.907704656,7,23,7.277573094,5,244.0022478,18.09578826,398.4727337,9.170477824,24.76641884,NO
7.033160658,0.648798619,18.62633322,0.840081313,8,77,4.470568636,24,666.7507261,20.32170976,393.2706215,7.83780932,24.62131654,NO
2.033134749,80.46272766,3.235141031,1.455050376,8,22,11.72744521,5,334.2474032,22.32312762,383.1883063,9.625841631,19.00721982,NO
0.565979811,90.3312453,4.020262552,0.722495834,7,37,12.49974675,6,187.1343451,17.07923808,385.2365619,6.01552772,30.43475719,NO
0.406668277,36.34775017,7.167646643,2.644531619,6,30,7.028801553,2,304.4620296,17.08983424,395.6271575,13.34825966,17.36531059,NO
0.122931397,45.50148407,4.574039413,1.434922443,8,42,4.532113795,6,399.5929333,16.4161252,395.4412356,7.892222329,32.00183387,NO
1.410843311,1.353351789,8.059755197,0.800225348,6,51,7.431358034,5,288.4326804,21.19223369,397.4995763,8.938339543,21.73793162,NO
1.687863557,1.122825707,3.533180321,0.612247952,8,33,8.053838879,4,430.6138972,17.0022734,369.826265,9.617505195,20.38558945,NO
0.296211252,1.10434773,4.228884694,0.728857829,8,74,4.151856905,3,270.4732005,17.94093245,394.3221824,9.102822766,22.29458021,NO
1.956125559,20.16551911,4.612091981,0.781147428,8,90,2.809695899,6,264.4301044,13.97097329,389.8842848,7.398790422,43.90423254,NO
1.225521695,0.54733333,9.338894509,0.969445052,7,91,6.016297295,4,307.1974454,21.10348098,377.5642092,15.22219289,17.76678288,NO
1.370783599,1.453629887,12.5948746,1.281495819,7,82,2.872820244,2,273.1727901,21.88832586,397.5123174,8.29240102,12.11585511,NO
1.595914967,0.676650093,8.784303647,1.501309568,7,101,4.54219422,5,307.4792174,22.3730433,377.3224457,13.51196272,14.65656532,NO
0.171136537,14.02832142,9.38463163,1.025829403,8,83,6.695196326,5,311.9158234,15.32186332,398.3903086,15.05472788,20.29770596,NO
9.592688193,0.320964248,18.1412803,1.569229572,6,71,2.123565375,25,667.8221827,20.4668815,4.972686528,17.38751314,12.53936971,NO
0.14466669,0.78782113,3.208972298,0.980461925,8,94,2.975662987,3,193.9297238,18.11474401,394.8203464,5.980049617,38.21681748,NO
2.163600711,1.882073528,23.11033806,1.19206638,8,95,2.14321055,6,438.5942325,22.09570304,397.0386789,18.96993426,14.70956223,NO
1.12379689,1.07710686,8.511282977,0.890471655,6,62,6.013782548,5,307.2240285,21.57162764,398.5721263,8.333452823,20.70659349,NO
0.698730496,25.62838695,6.117724699,0.532518933,7,47,7.799868722,8,284.0967421,20.46050762,397.6633782,9.414205383,20.58090302,NO
