student_id,department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs
1352,CE,Hybrid,No,79,69,92,87,3.5,3
1353,EE,Online,No,65,97,55,52,3.8,4
1354,ME,Online,No,94,86,98,52,6.3,7
1355,CSE,Online,Yes,55,34,51,80,5.5,0
1356,ECE,Hybrid,Yes,64,54,91,46,6,2
1357,ME,Online,No,96,95,58,42,5.2,3
1358,CE,Online,Yes,50,46,91,97,3.3,3
1359,ECE,Online,No,46,89,58,51,1.8,2
1360,ECE,Online,No,69,33,93,66,4.3,7
1361,CSE,Hybrid,Yes,74,48,56,70,8,4
1362,CSE,Online,No,79,77,85,26,,4
1363,ECE,Hybrid,Yes,93,36,24,79,4.1,6
1364,ECE,Hybrid,Yes,94,47,42,49,2.1,1
1365,CE,Hybrid,No,83,77,35,34,4.8,0
1366,CE,Offline,No,50,63,60,90,4.8,5
1367,EE,Hybrid,No,94,46,22,92,3.8,1
1368,ECE,Offline,Yes,62,74,70,48,5.1,0
1369,CE,Online,Yes,96,37,24,37,3.2,3
1370,CSE,Offline,Yes,90,94,51,89,2.5,0
1371,EE,Offline,No,76,82,21,64,,3
1372,ME,Online,Yes,97,32,97,96,6.5,6
1373,EE,Online,No,98,,89,63,3.8,3
1374,CSE,Offline,No,83,32,94,78,1.6,4
1375,ECE,Hybrid,Yes,84,58,93,60,4.7,4
1376,ME,Offline,No,,37,25,70,5.7,2
1377,EE,Hybrid,Yes,90,,57,59,0.7,1
1378,CE,Offline,Yes,80,75,21,73,,5
1379,ECE,Online,Yes,96,,76,82,8.7,3
1380,ECE,Offline,Yes,69,35,77,54,3.5,1
1381,EE,Hybrid,Yes,86,70,43,34,5.2,7
1382,ME,Hybrid,No,57,83,47,46,6.5,4
1383,ME,Hybrid,No,70,63,35,98,3.5,6
1384,CE,Hybrid,No,,81,33,35,4.3,5
1385,CSE,Offline,Yes,57,96,54,36,4.8,1
1386,CSE,Online,No,67,72,57,65,4.9,2
1387,CE,Online,Yes,95,84,75,96,3,0
1388,ME,Online,No,46,72,78,67,4,7
1389,CE,Offline,Yes,87,54,30,55,7.4,2
1390,EE,Offline,No,70,73,32,86,6.4,0
1391,ECE,Online,No,94,,80,39,7.5,0
1392,EE,Online,No,55,42,92,92,4,7
1393,EE,Offline,No,94,47,72,77,2.2,4
1394,ME,Online,No,73,65,24,69,5.8,3
1395,ECE,Hybrid,No,74,49,74,30,6.2,1
1396,CSE,Offline,Yes,46,70,69,67,3.7,5
1397,ME,Offline,Yes,80,41,86,41,4.2,6
1398,ME,Hybrid,Yes,97,80,26,76,3.1,7
1399,EE,Hybrid,Yes,96,72,50,64,4.8,7
1400,ECE,Offline,No,95,77,99,41,4,0
1401,EE,Online,Yes,71,83,30,69,4.8,6
1402,EE,Hybrid,No,49,37,90,29,2.1,7
1403,ECE,Online,Yes,62,76,59,44,4.2,0
1404,ME,Offline,No,54,52,75,47,3.2,3
1405,CSE,Hybrid,No,60,51,30,37,2,1
1406,ME,Hybrid,Yes,76,36,31,40,6,7
1407,ME,Offline,No,93,34,41,29,4.1,7
1408,ME,Offline,No,97,89,60,49,4.6,1
1409,ECE,Hybrid,Yes,90,,44,81,4.8,3
1410,ME,Hybrid,Yes,96,43,48,42,5.8,5
1411,ECE,Hybrid,Yes,93,97,67,46,6.4,7
1412,ECE,Online,Yes,99,42,63,78,3,2
1413,CSE,Online,Yes,80,85,76,32,3.1,4
1414,EE,Offline,Yes,56,66,25,47,5.2,5
1415,ECE,Online,No,62,63,21,48,6.6,7
1416,CSE,Hybrid,Yes,72,47,22,75,5.8,3
1417,EE,Hybrid,Yes,88,62,34,32,,6
1418,ECE,Offline,Yes,57,33,57,81,0.6,4
1419,CE,Offline,Yes,57,57,26,52,3.8,7
1420,EE,Hybrid,No,62,32,62,69,2.8,7
1421,EE,Online,No,65,49,59,94,4.7,6
1422,ME,Online,No,60,76,73,68,1.9,1
1423,EE,Offline,No,63,50,20,87,2.9,4
1424,CE,Hybrid,No,85,41,84,26,6.2,4
1425,CSE,Hybrid,No,53,96,75,84,2.1,6
1426,ME,Hybrid,No,60,95,92,84,6.6,3
1427,CSE,Offline,No,83,81,71,32,6,5
1428,ECE,Online,Yes,96,,99,74,2.9,7
1429,EE,Offline,Yes,62,,82,32,4.8,1
1430,CSE,Online,Yes,59,,23,98,4.8,1
1431,ME,Online,No,47,39,25,50,3.6,4
1432,CSE,Offline,No,48,58,20,70,6.8,7
1433,CSE,Online,No,80,39,70,27,2.2,1
1434,CSE,Online,No,69,57,37,69,3.1,3
1435,ECE,Offline,Yes,46,54,67,31,5.7,3
1436,ME,Offline,Yes,91,74,86,77,4.6,2
1437,ECE,Hybrid,No,82,47,75,85,1.6,4
1438,ME,Hybrid,Yes,71,68,25,42,3.5,7
1439,EE,Offline,No,93,91,25,38,5,7
1440,CE,Hybrid,Yes,66,51,29,44,3.4,1
1441,ECE,Online,No,56,,59,52,3.3,6
1442,ECE,Online,Yes,50,53,68,78,2.8,5
1443,CE,Online,No,96,71,85,77,3.8,6
1444,CE,Online,Yes,89,98,76,81,,2
1445,ME,Offline,Yes,62,37,81,51,4.6,5
1446,ME,Offline,Yes,93,44,38,44,,4
1447,CSE,Hybrid,Yes,81,37,55,98,3.1,1
1448,CSE,Offline,Yes,99,70,51,83,4.3,6
1449,EE,Online,Yes,94,57,51,84,5.4,3
1450,CE,Hybrid,No,87,67,84,79,4.5,6
1451,CE,Offline,Yes,71,98,22,88,5.9,1
1452,EE,Online,No,50,77,92,51,2.2,1
1453,ME,Offline,Yes,71,,25,76,3.2,6
1454,CSE,Hybrid,Yes,65,56,77,43,5.3,1
1455,CSE,Hybrid,No,,42,41,60,3.2,2
1456,ME,Hybrid,No,46,80,23,55,4.8,1
1457,CE,Hybrid,Yes,64,94,91,59,,1
1458,CSE,Online,Yes,98,60,28,32,3.6,5
1459,CE,Online,Yes,62,92,48,65,0.4,3
1460,EE,Online,Yes,84,64,59,76,3.5,7
1461,CSE,Online,Yes,54,70,91,31,2.8,3
1462,EE,Offline,No,84,30,90,67,6.4,3
1463,CE,Offline,Yes,56,76,32,34,3.1,0
1464,CE,Online,No,73,39,55,46,5.6,7
1465,EE,Hybrid,Yes,69,39,24,40,6.6,2
1466,CE,Online,No,71,35,76,76,4.3,3
1467,ECE,Online,Yes,86,42,37,62,3.9,1
1468,CSE,Hybrid,No,77,55,93,81,6.8,2
1469,CE,Hybrid,No,85,46,97,82,5.3,4
1470,ME,Online,Yes,52,55,30,87,3.7,7
1471,ME,Online,No,,91,45,57,0.7,1
1472,EE,Offline,Yes,96,58,58,49,7.5,6
1473,ME,Hybrid,Yes,49,56,97,43,5.5,1
1474,CE,Hybrid,No,73,45,91,97,6.1,1
1475,CE,Hybrid,Yes,92,32,99,69,7.8,0
1476,EE,Hybrid,No,67,91,87,43,1.8,0
1477,CSE,Hybrid,No,82,73,73,83,4.5,7
1478,CSE,Hybrid,No,91,76,42,34,2.9,3
1479,CSE,Offline,No,95,72,80,91,3.7,1
1480,CE,Hybrid,No,88,,49,29,4.9,0
1481,ME,Online,Yes,82,39,84,52,2.4,7
1482,EE,Hybrid,Yes,77,72,55,88,3.8,6
1483,ECE,Hybrid,Yes,68,30,49,33,4,5
1484,CE,Online,Yes,99,64,37,97,4.2,4
1485,CE,Hybrid,Yes,46,36,42,74,2.9,3
1486,EE,Offline,No,54,42,27,90,6.5,2
1487,ME,Online,No,71,49,47,95,5.3,1
1488,ECE,Offline,Yes,46,56,55,49,6.6,4
1489,ME,Offline,Yes,94,76,75,57,2.6,0
1490,ECE,Online,No,,80,43,53,2.4,1
1491,ME,Offline,Yes,95,36,62,41,2.9,7
1492,CSE,Offline,Yes,47,78,94,25,3.1,7
1493,CSE,Hybrid,No,86,33,97,58,5.1,7
1494,ECE,Hybrid,No,56,31,76,75,4.9,6
1495,CE,Offline,Yes,46,59,30,76,2.7,5
1496,CSE,Hybrid,No,60,65,82,27,4.1,2
1497,EE,Online,Yes,86,89,84,99,6.6,4
1498,EE,Online,No,79,95,92,50,3.4,5
1499,ME,Online,No,64,96,71,68,3.6,1
1500,CSE,Online,No,51,70,64,95,5.4,5
1501,CE,Hybrid,No,84,38,83,70,4.6,4
1502,ME,Online,No,78,,72,66,4.2,1
1503,EE,Online,Yes,78,99,97,59,6.7,6
1504,ME,Online,No,85,54,60,68,5.5,0
1505,ECE,Online,Yes,49,30,33,71,6.8,7
1506,ME,Offline,No,55,67,49,98,3.8,2
1507,ME,Hybrid,No,82,44,77,47,2.8,4
1508,CE,Hybrid,No,75,98,69,70,4.5,1
1509,CSE,Hybrid,Yes,,77,94,65,7.9,5
1510,EE,Online,No,83,89,98,45,7.2,5
1511,ME,Online,No,98,95,37,67,7.6,1
1512,CSE,Hybrid,No,72,59,33,27,3,6
1513,EE,Offline,No,47,42,89,43,2.2,0
1514,CE,Online,Yes,89,,52,82,2.8,6
1515,ME,Hybrid,No,67,80,99,86,4.8,4
1516,CSE,Online,Yes,79,50,49,28,-0.8,1
1517,ME,Offline,No,74,66,42,63,6.9,4
1518,ECE,Online,No,74,89,72,55,1.8,7
1519,CSE,Offline,No,97,32,67,44,5.4,0
1520,ME,Online,Yes,87,,20,54,3.8,7
1521,ECE,Offline,No,56,34,44,84,,4
1522,ME,Offline,Yes,67,44,67,52,6.1,4
1523,ME,Online,No,79,62,65,67,1.7,4
1524,ME,Hybrid,No,86,,46,58,4,7
1525,EE,Offline,No,70,88,33,28,5.7,5
1526,ME,Offline,No,71,58,59,55,5.3,5
1527,EE,Hybrid,Yes,52,80,98,54,5.4,0
1528,ME,Offline,No,96,73,82,57,,5
1529,EE,Online,No,65,57,60,33,3.9,2
1530,ME,Online,Yes,70,32,38,71,5.1,1
1531,ECE,Online,No,49,50,30,53,7.1,0
1532,CE,Hybrid,No,97,97,22,83,5,5
1533,CE,Online,Yes,49,54,44,76,3.2,0
1534,CSE,Offline,No,85,40,34,89,3.9,1
1535,ME,Hybrid,No,49,49,52,46,3.2,4
1536,CSE,Online,No,85,47,83,26,2.8,0
1537,ECE,Online,Yes,56,62,49,48,8.9,6
1538,EE,Online,No,90,81,73,55,6,6
1539,ME,Hybrid,Yes,51,61,84,98,0.5,7
1540,ECE,Hybrid,Yes,,67,59,44,4.4,2
1541,CSE,Hybrid,Yes,69,73,39,32,6.9,6
1542,ME,Offline,No,66,89,41,33,5.7,1
1543,CE,Online,No,,59,50,80,5.1,7
1544,ECE,Online,Yes,91,,94,64,5.5,4
1545,ME,Offline,No,71,75,44,47,4.2,3
1546,ECE,Online,No,88,75,48,53,6.6,1
1547,ME,Offline,No,48,70,95,90,4.1,4
1548,CSE,Online,No,74,,82,85,5.2,0
1549,ME,Online,Yes,70,74,52,83,,7
1550,CE,Online,Yes,53,34,35,98,4,0
1551,ECE,Online,Yes,52,76,46,39,4.1,7
1552,CSE,Offline,Yes,53,70,47,58,4,4
1553,ECE,Hybrid,No,90,99,36,41,3.4,4
1554,ECE,Hybrid,No,93,36,60,77,5.4,0
1555,CSE,Hybrid,No,83,78,65,59,1.6,0
1556,EE,Online,Yes,94,66,97,32,8.4,7
1557,ME,Hybrid,No,75,31,96,77,2.9,1
1558,ME,Hybrid,Yes,49,,69,80,,0
1559,CE,Hybrid,Yes,99,31,22,44,6.5,2
1560,ME,Offline,Yes,96,54,29,89,5.6,5
1561,CE,Online,Yes,70,30,63,84,4.4,2
1562,EE,Offline,Yes,83,66,48,57,1.5,7
1563,ME,Online,Yes,81,88,26,92,7.3,3
1564,ME,Hybrid,No,79,79,68,70,3.9,7
1565,CSE,Offline,Yes,59,41,75,31,2.9,2
1566,CE,Hybrid,Yes,66,38,30,39,2.9,7
1567,CE,Online,Yes,95,38,66,55,3.1,2
1568,CSE,Online,Yes,72,57,55,80,2,6
1569,ME,Offline,No,97,98,22,27,,6
1570,ECE,Hybrid,No,51,40,28,69,5.3,0
1571,ME,Offline,No,87,71,94,44,3.5,6
1572,CSE,Offline,No,89,81,62,72,5.1,1
1573,ME,Offline,No,51,62,70,31,5.6,4
1574,ME,Online,Yes,62,66,98,38,4.7,5
1575,CSE,Hybrid,No,82,50,95,55,3.7,1
1576,EE,Hybrid,No,83,52,90,94,2.4,7
1577,EE,Hybrid,Yes,,75,32,62,1.9,6
1578,CSE,Online,Yes,96,98,60,71,4.8,6
1579,CE,Hybrid,Yes,61,60,83,79,4,6
1580,ME,Online,Yes,48,59,55,76,8.7,1
1581,ME,Offline,No,65,49,67,42,2.6,4
1582,EE,Offline,Yes,45,84,22,89,3.9,4
1583,CE,Offline,Yes,88,98,26,96,7.4,1
1584,CE,Hybrid,No,61,53,76,27,1.8,5
1585,EE,Offline,No,57,66,51,65,4.8,2
1586,EE,Hybrid,Yes,66,54,90,35,5.3,7
1587,ME,Offline,Yes,66,,71,51,2.7,1
1588,ECE,Hybrid,No,98,55,86,86,4.6,1
1589,CSE,Online,No,48,80,77,99,3.5,3
1590,ME,Offline,Yes,90,79,59,49,7.9,5
1591,ME,Hybrid,Yes,73,85,82,67,,7
1592,ME,Offline,No,70,95,85,25,3.7,2
1593,ECE,Offline,No,93,,66,53,5.1,3
1594,CSE,Hybrid,Yes,61,62,33,92,2.5,2
1595,ME,Hybrid,No,97,48,25,29,4.7,5
1596,ME,Offline,Yes,50,90,28,67,2.2,7
1597,EE,Offline,Yes,95,54,51,67,4.9,2
1598,EE,Hybrid,Yes,49,63,23,92,4.5,1
1599,ME,Offline,No,49,36,57,31,5.2,2
1600,ME,Online,Yes,61,51,66,54,4.3,5
1601,CE,Hybrid,Yes,93,81,97,80,6.4,0
1602,EE,Offline,Yes,71,,56,68,5.7,2
1603,CE,Hybrid,No,94,49,35,77,2.6,4
1604,CSE,Offline,No,45,30,36,90,6.7,7
1605,ECE,Hybrid,Yes,,42,58,86,4.4,2
1606,CE,Offline,Yes,46,94,48,97,3.3,1
1607,CSE,Online,No,72,77,98,44,2.7,0
1608,CE,Hybrid,Yes,82,35,93,47,2.9,5
1609,CSE,Hybrid,Yes,73,61,54,95,-0.6,0
1610,CE,Offline,Yes,77,89,88,75,5.6,5
1611,ECE,Offline,Yes,84,70,60,44,3.6,2
1612,CSE,Online,Yes,83,52,97,66,5.4,7
1613,ME,Online,Yes,63,79,52,92,6.3,1
1614,CE,Online,Yes,60,59,34,47,5.2,2
1615,ME,Offline,Yes,80,37,74,74,4.1,6
1616,CSE,Online,Yes,61,61,26,51,2.6,2
1617,EE,Hybrid,No,46,,26,92,2.6,5
1618,CSE,Hybrid,No,50,96,84,46,3.8,2
1619,EE,Offline,Yes,50,61,32,68,4.8,3
1620,ECE,Online,No,47,49,22,34,6.2,0
1621,ECE,Online,Yes,,32,23,94,5.5,0
1622,ME,Online,Yes,83,72,29,32,3.2,4
1623,CE,Hybrid,No,70,46,93,41,4.4,7
1624,ME,Online,Yes,54,73,44,28,4.2,4
1625,ME,Online,Yes,56,72,31,97,6.8,0
1626,CSE,Offline,Yes,82,68,66,36,6.5,1
1627,EE,Hybrid,No,80,73,86,98,3.3,2
1628,CSE,Offline,No,73,35,65,38,5.4,3
1629,ME,Offline,Yes,72,,57,96,6.8,1
1630,ECE,Offline,Yes,80,70,83,29,1.6,4
1631,CSE,Online,Yes,65,63,95,76,5.7,1
1632,CSE,Hybrid,Yes,48,48,24,84,4.3,4
1633,CE,Online,Yes,48,87,45,52,7.5,3
1634,EE,Hybrid,No,91,32,87,91,7.4,5
1635,CE,Hybrid,No,99,57,34,48,3.5,6
1636,CE,Online,Yes,58,53,36,63,3.8,0
1637,CSE,Offline,Yes,85,75,38,26,,7
1638,CE,Hybrid,Yes,83,73,51,25,9.3,7
1639,CSE,Hybrid,Yes,73,32,32,82,3.7,7
1640,ME,Offline,Yes,62,40,35,90,4,6
1641,CE,Online,No,95,42,42,69,,1
1642,ECE,Online,Yes,50,77,84,74,7.3,2
1643,CE,Hybrid,No,78,,65,93,5.1,2
1644,CSE,Online,No,99,31,23,32,4.9,0
1645,CSE,Online,Yes,,90,79,77,2.8,7
1646,CSE,Hybrid,No,68,43,71,73,6.5,7
1647,CSE,Offline,Yes,48,57,97,84,4.3,7
1648,ME,Hybrid,No,61,53,20,60,5.1,2
1649,ME,Online,No,76,92,41,35,1.3,2
1650,ME,Offline,Yes,51,33,64,35,2.5,1
1651,ME,Offline,Yes,90,42,20,56,3.2,4
1652,CSE,Offline,Yes,95,66,72,50,4.3,2
1653,ECE,Offline,Yes,87,40,31,55,3.8,6
1654,ECE,Online,No,59,85,52,90,4.3,6
1655,ME,Offline,Yes,53,86,50,41,3.4,5
1656,CE,Online,Yes,71,99,39,58,2.9,1
1657,ECE,Offline,No,83,74,65,81,7.1,0
1658,CE,Offline,Yes,65,76,66,27,3.7,6
1659,CE,Online,Yes,55,,69,81,4.3,2
1660,CE,Hybrid,Yes,78,35,94,80,3.8,2
1661,ECE,Online,Yes,83,50,23,59,5,7
1662,EE,Online,Yes,,90,31,53,4.3,0
1663,ECE,Hybrid,No,72,37,56,87,5.2,2
1664,EE,Hybrid,No,46,87,58,51,,6
1665,EE,Hybrid,Yes,76,69,49,76,5.3,0
1666,CSE,Online,Yes,61,49,54,34,,3
1667,CE,Online,No,81,54,89,60,4.5,0
1668,CE,Offline,No,83,40,72,68,,7
1669,ME,Hybrid,Yes,55,59,37,82,3.6,7
1670,CSE,Hybrid,Yes,88,68,68,73,4.5,3
1671,EE,Online,Yes,65,81,74,99,7.3,0
1672,EE,Online,Yes,68,79,31,71,2,0
1673,CE,Online,Yes,98,39,42,59,4.7,7
1674,ECE,Online,No,98,54,59,71,8.4,3
1675,CE,Online,Yes,52,52,94,99,3.7,1
1676,EE,Offline,No,58,56,98,39,3.3,1
1677,CE,Online,No,76,36,42,37,2.1,0
1678,ECE,Hybrid,Yes,50,69,36,92,7.6,6
1679,CE,Offline,No,73,46,90,54,6.1,7
1680,EE,Offline,Yes,76,32,38,39,3.7,1
1681,ME,Hybrid,Yes,69,40,90,28,4.2,3
1682,EE,Offline,Yes,52,37,55,45,3.2,3
1683,CE,Hybrid,No,60,42,70,36,2.9,3
1684,ME,Hybrid,Yes,87,47,25,84,0.5,0
1685,EE,Offline,Yes,82,33,45,52,7.9,4
1686,ECE,Offline,No,50,70,65,40,2.8,7
1687,ECE,Online,Yes,89,55,79,73,6.2,3
1688,EE,Online,Yes,92,31,59,73,6.6,7
1689,ECE,Offline,Yes,45,74,31,39,4.7,4
1690,ME,Hybrid,No,97,34,83,88,2.8,5
1691,CSE,Online,No,82,40,77,97,0.4,6
1692,EE,Offline,No,57,92,26,44,,0
1693,CE,Online,No,89,52,39,73,4.6,4
1694,EE,Offline,Yes,66,85,35,40,0.9,6
1695,EE,Hybrid,Yes,70,89,55,59,0.3,6
1696,ECE,Hybrid,Yes,63,98,86,65,5.2,7
1697,ECE,Hybrid,No,59,84,97,51,3.9,2
1698,CE,Hybrid,No,47,,59,52,3.3,3
1699,ME,Offline,No,81,72,86,49,4.3,3
1700,ME,Hybrid,Yes,58,59,51,89,5.3,4
1701,EE,Offline,Yes,93,84,47,86,6.2,3
1702,ECE,Offline,No,96,69,23,70,5.6,5
1703,ME,Offline,No,,47,97,27,2.7,5
1704,CSE,Offline,Yes,54,,44,77,6.6,0
1705,ECE,Online,No,49,42,86,72,2.6,0
1706,ME,Offline,Yes,58,89,28,25,6.7,5
1707,ECE,Online,Yes,52,39,93,73,1,4
1708,ME,Offline,Yes,60,79,86,87,6.2,5
1709,ECE,Online,No,48,88,57,91,2,5
1710,EE,Hybrid,No,65,38,49,35,3.4,3
1711,ME,Offline,No,74,60,71,60,,7
1712,ME,Offline,No,51,,72,59,4.6,6
1713,ECE,Offline,Yes,56,35,76,33,6.4,3
1714,EE,Online,Yes,78,55,77,88,3.7,4
1715,EE,Offline,No,89,51,34,27,3,0
1716,CE,Online,No,96,43,34,80,,1
1717,CE,Hybrid,No,76,63,54,91,5.1,3
1718,CSE,Online,No,67,87,74,81,4.4,7
1719,CE,Online,Yes,50,96,20,59,4.1,7
1720,ME,Offline,Yes,45,36,97,83,3.9,3
1721,ECE,Online,Yes,91,44,92,44,3.2,2
1722,CSE,Hybrid,No,79,53,66,46,4.7,0
1723,CE,Online,No,79,92,37,92,5.2,5
1724,CE,Online,Yes,69,,62,62,5.1,5
1725,CSE,Online,No,78,33,46,49,4.5,1
1726,CE,Offline,Yes,91,56,60,63,6.8,4
1727,CE,Offline,Yes,81,31,62,62,2.5,4
1728,CE,Online,No,70,79,80,28,2.6,2
1729,CSE,Offline,No,61,42,84,45,7.4,2
1730,ME,Offline,Yes,89,95,70,60,4.4,3
1731,CSE,Online,Yes,81,39,38,61,4.5,5
1732,CSE,Online,Yes,61,47,64,76,,1
1733,CE,Hybrid,No,78,84,77,27,6.6,4
1734,ME,Offline,Yes,98,51,56,65,5.4,5
1735,ECE,Offline,No,95,89,94,86,4,6
1736,EE,Online,No,56,56,54,82,6.6,4
1737,ECE,Offline,Yes,,,67,26,4.7,4
1738,CE,Offline,No,97,36,43,52,4.3,1
1739,ECE,Online,Yes,92,86,42,66,5,1
1740,ME,Online,No,74,55,29,82,4.2,3
1741,ME,Offline,Yes,71,60,58,85,4.9,1
1742,CE,Hybrid,No,84,39,74,46,,0
1743,ME,Hybrid,No,83,58,91,75,3.8,6
1744,CE,Online,Yes,96,81,54,47,8,5
1745,CE,Online,No,91,89,44,60,6.8,0
1746,CSE,Online,Yes,72,90,47,35,6.1,5
1747,ECE,Hybrid,No,87,62,91,38,4.6,6
1748,CSE,Online,Yes,82,53,29,64,4.7,3
1749,CE,Online,Yes,66,95,35,64,3,1
1750,EE,Online,Yes,49,37,29,46,3.2,2
1751,EE,Online,No,90,78,56,66,2.1,7
1752,CE,Online,No,95,91,85,84,6.4,4
1753,EE,Online,No,70,,36,50,5.1,2
1754,ECE,Online,No,91,77,43,78,,5
1755,CSE,Offline,Yes,99,32,95,67,4.7,0
1756,ECE,Offline,No,79,,24,74,3.7,3
1757,ME,Offline,No,55,59,41,50,1.9,4
1758,CSE,Hybrid,Yes,71,31,82,28,8.1,1
1759,CSE,Hybrid,Yes,89,94,88,83,0.7,4
1760,ECE,Offline,Yes,47,72,30,61,3,2
1761,CSE,Offline,Yes,76,69,94,48,4.4,3
1762,CE,Online,Yes,75,91,22,69,4,7
1763,ECE,Hybrid,No,73,90,86,81,8.9,1
1764,EE,Online,Yes,90,60,98,94,2.8,5
1765,ECE,Offline,No,61,31,85,42,5.5,0
1766,EE,Offline,Yes,82,70,52,77,7.1,6
1767,ECE,Offline,Yes,95,77,95,41,7,4
1768,CE,Online,Yes,54,77,91,46,3.7,4
1769,ME,Online,No,48,92,28,68,6.5,6
1770,CE,Hybrid,Yes,60,85,67,47,1.9,1
1771,CE,Hybrid,Yes,47,88,23,75,2.7,2
1772,ME,Offline,No,84,92,88,37,7.2,0
1773,EE,Online,No,85,70,39,57,2.9,7
1774,CE,Online,Yes,,57,45,27,4,1
1775,ME,Online,No,95,53,27,43,6.3,6
1776,ME,Hybrid,No,95,52,56,48,4.2,5
1777,ECE,Online,No,57,97,40,58,4.3,7
1778,CSE,Online,No,86,36,77,79,2.7,7
1779,ECE,Offline,No,56,67,56,25,4.6,7
1780,CSE,Hybrid,No,79,34,55,30,2.8,1
1781,CE,Online,Yes,91,73,86,48,1,2
1782,ECE,Online,Yes,63,38,45,55,7,7
1783,CE,Hybrid,No,81,50,56,35,3.6,0
1784,ME,Offline,Yes,95,96,38,84,4.9,3
1785,ECE,Online,Yes,72,97,31,25,5.6,0
1786,EE,Hybrid,No,68,52,53,99,7.6,2
1787,ME,Offline,No,99,96,88,57,3.3,5
1788,EE,Offline,Yes,57,58,42,51,3.5,0
1789,EE,Hybrid,Yes,46,71,91,89,5.3,2
1790,CSE,Online,No,66,87,71,84,3.8,2
1791,EE,Hybrid,Yes,70,87,96,28,5.3,1
1792,ECE,Offline,Yes,95,41,93,58,4.2,1
1793,CE,Online,No,63,71,82,54,4.4,7
1794,EE,Hybrid,Yes,61,90,60,36,,2
1795,CSE,Offline,Yes,55,33,70,28,6.3,7
1796,EE,Online,No,98,32,62,36,4.7,3
1797,CE,Offline,Yes,60,49,94,58,2.8,4
1798,ECE,Online,No,93,80,73,79,,1
1799,EE,Offline,Yes,82,42,56,39,6.8,4
1800,ME,Online,Yes,61,80,21,59,2.9,7
1801,CE,Offline,Yes,77,95,33,64,4.6,7
1802,EE,Online,Yes,78,,26,69,4.7,0
1803,CE,Offline,No,59,86,26,56,4.2,3
1804,CE,Hybrid,No,67,69,38,39,,1
1805,CE,Offline,No,64,60,54,71,4.2,6
1806,CE,Online,Yes,72,92,52,40,,4
1807,CSE,Hybrid,No,67,69,28,67,3.5,2
1808,CSE,Online,Yes,91,89,93,28,3.5,2
1809,CSE,Offline,Yes,97,82,65,43,4.8,1
1810,CE,Online,Yes,83,90,60,31,6.3,3
1811,ECE,Online,Yes,70,82,91,50,6.4,3
1812,ME,Hybrid,No,53,82,54,34,6.1,7
1813,CSE,Hybrid,Yes,57,69,45,92,4,7
1814,CE,Online,Yes,58,77,82,28,4.7,2
1815,CSE,Offline,No,95,70,41,83,3,0
1816,ME,Hybrid,No,84,80,81,33,5.2,7
1817,CSE,Hybrid,Yes,83,84,90,45,3.3,0
1818,CE,Offline,No,63,47,85,36,4.5,4
1819,CSE,Online,No,77,62,58,87,6.7,4
1820,ECE,Hybrid,No,47,92,50,67,4.9,7
1821,CE,Hybrid,Yes,67,87,80,46,4.2,7
1822,ECE,Online,Yes,48,67,62,48,1.9,4
1823,EE,Offline,Yes,51,68,87,27,4.8,2
1824,EE,Online,Yes,82,73,26,60,7.3,4
1825,EE,Offline,Yes,71,90,24,57,4.8,0
1826,ME,Offline,No,78,71,58,42,,1
1827,CSE,Offline,No,,64,20,60,7.7,5
1828,CSE,Offline,Yes,71,50,49,70,6.6,6
1829,CE,Hybrid,Yes,,85,43,86,4.3,2
1830,ECE,Offline,Yes,65,86,30,86,6.6,7
1831,ECE,Online,Yes,51,69,43,75,4.4,0
1832,CE,Hybrid,No,96,93,23,32,6.7,7
1833,EE,Online,Yes,96,44,52,54,4.1,7
1834,ECE,Online,No,47,51,42,32,0.6,5
1835,CSE,Hybrid,Yes,58,,67,54,4.9,7
1836,ME,Online,Yes,77,63,89,70,5.1,2
1837,ECE,Online,Yes,75,95,45,61,5.1,4
1838,CSE,Hybrid,No,90,37,64,31,5.1,1
1839,EE,Offline,Yes,90,90,48,92,3.7,2
1840,ME,Online,Yes,74,89,50,41,7.8,0
1841,EE,Hybrid,No,85,65,31,57,4.7,7
1842,CSE,Online,Yes,54,39,91,29,4.2,4
1843,EE,Online,No,53,71,36,53,4.2,3
1844,CE,Online,Yes,83,91,55,96,4.5,7
1845,CSE,Offline,No,70,89,47,28,4.4,3
1846,EE,Hybrid,No,64,,36,59,6.1,5
1847,CE,Online,No,50,58,56,30,3.4,4
1848,CE,Offline,No,83,43,87,63,4.8,4
1849,EE,Hybrid,No,59,31,90,64,5.7,6
1850,EE,Hybrid,Yes,72,50,59,46,4.7,3
1851,CE,Offline,No,83,77,36,66,4.6,3
1852,CSE,Online,Yes,78,58,74,68,2.9,1
1853,CSE,Offline,Yes,61,67,78,75,3,5
1854,EE,Online,Yes,94,59,70,42,7.4,4
1855,ME,Hybrid,Yes,94,75,40,75,4.6,1
1856,ECE,Offline,Yes,73,84,34,97,2.9,4
1857,EE,Offline,Yes,56,34,32,89,4.5,1
1858,CE,Hybrid,No,64,52,65,93,3.4,5
1859,ME,Offline,No,71,96,96,67,6.2,3
1860,ME,Online,Yes,77,60,59,78,0.5,2
1861,ECE,Online,Yes,88,48,51,82,4.3,1
1862,ECE,Offline,No,76,48,42,87,3.5,4
